ServiceID,CarID,Date_of_Service,ServiceType,Cost_of_Service
S61688,C20497,2023-12-09,Battery Replacement,155.0
S61687,C20497,2022-10-06,Transmission Check,128.0
S15542,C05160,2023-08-12,Wheel Alignment,209.0
S106895,C35577,2022-12-14,Wheel Alignment,183.0
S106894,C35577,2021-07-12,Oil Change,270.0
S100773,C33527,2022-02-15,Suspension Check,187.0
S124914,C41590,2024-05-17,Suspension Check,235.0
S17352,C05755,2023-12-24,Transmission Check,162.0
S17351,C05755,2022-05-22,Suspension Check,97.0
S66205,C22012,2025-03-30,Transmission Check,290.0
S136281,C45389,2023-10-30,Brake Replacement,215.0
S136280,C45389,2025-04-12,Air Filter Replacement,465.0
S65965,C21935,2021-02-01,Major Service,238.0
S65966,C21935,2021-05-22,Clutch Replacement,337.0
S65967,C21935,2025-04-07,Clutch Replacement,302.0
S21504,C07127,2022-02-19,Coolant Flush,456.0
S142905,C47616,2024-04-28,Battery Replacement,91.0
S143416,C47791,2021-08-20,Major Service,103.0
S103919,C34583,2021-05-14,Clutch Replacement,419.0
S103921,C34583,2022-10-22,Oil Change,353.0
S122035,C40647,2021-12-06,Wheel Alignment,397.0
S65881,C21906,2021-09-02,Wheel Alignment,124.0
S131200,C43694,2024-10-22,Wheel Alignment,125.0
S100770,C33525,2021-11-08,Spark Plug Replacement,460.0
S62345,C20702,2021-10-24,Coolant Flush,307.0
S62346,C20702,2025-01-09,Suspension Check,94.0
S40174,C13313,2024-08-03,Tire Replacement,331.0
S40178,C13313,2023-02-07,Wheel Alignment,440.0
S30272,C10037,2025-04-10,Major Service,211.0
S30274,C10037,2024-10-02,Tire Replacement,131.0
S42754,C14165,2022-12-23,Battery Replacement,120.0
S75116,C24949,2021-10-06,Battery Replacement,130.0
S75115,C24949,2025-05-07,Tire Replacement,406.0
S106080,C35309,2024-02-28,Clutch Replacement,431.0
S143354,C47764,2021-09-04,Major Service,167.0
S98891,C32908,2025-03-25,Clutch Replacement,432.0
S98892,C32908,2021-02-08,Oil Change,447.0
S15841,C05254,2024-03-14,Spark Plug Replacement,440.0
S15840,C05254,2023-04-05,Coolant Flush,186.0
S57570,C19105,2020-10-11,Spark Plug Replacement,230.0
S57573,C19105,2022-01-31,Air Filter Replacement,149.0
S98560,C32806,2023-01-31,Battery Replacement,82.0
S98562,C32806,2021-11-02,Transmission Check,89.0
S11679,C03883,2023-11-12,Major Service,493.0
S69173,C22989,2024-11-26,Wheel Alignment,421.0
S69172,C22989,2023-04-24,Battery Replacement,351.0
S116908,C38930,2022-02-11,Battery Replacement,76.0
S116906,C38930,2022-10-31,Coolant Flush,177.0
S70842,C23542,2021-05-15,Tire Replacement,255.0
S70841,C23542,2020-10-07,Battery Replacement,370.0
S70840,C23542,2025-07-02,Suspension Check,330.0
S79349,C26355,2022-05-17,Brake Replacement,103.0
S79353,C26355,2021-04-23,Oil Change,475.0
S79351,C26355,2022-06-26,Suspension Check,105.0
S133826,C44563,2025-07-17,Wheel Alignment,486.0
S134956,C44945,2025-05-20,Brake Replacement,491.0
S134957,C44945,2024-05-16,Oil Change,159.0
S134958,C44945,2023-11-23,Wheel Alignment,189.0
S15657,C05196,2025-01-30,Wheel Alignment,474.0
S15654,C05196,2020-10-21,Major Service,294.0
S111831,C37256,2023-08-16,Tire Replacement,285.0
S95022,C31611,2025-01-24,Spark Plug Replacement,94.0
S95024,C31611,2021-12-27,Brake Replacement,450.0
S93318,C31040,2022-12-23,Suspension Check,189.0
S93317,C31040,2024-09-05,Major Service,188.0
S140444,C46777,2024-04-23,Major Service,306.0
S140445,C46777,2020-12-12,Coolant Flush,424.0
S140446,C46777,2022-03-01,Air Filter Replacement,432.0
S138638,C46173,2025-03-14,Air Filter Replacement,394.0
S129098,C42979,2024-10-22,Spark Plug Replacement,212.0
S09584,C03155,2021-09-25,Coolant Flush,413.0
S68610,C22796,2023-12-25,Oil Change,91.0
S68613,C22796,2024-02-03,Clutch Replacement,84.0
S68611,C22796,2021-10-04,Wheel Alignment,298.0
S128293,C42716,2024-05-24,Wheel Alignment,223.0
S128294,C42716,2022-11-23,Major Service,239.0
S59408,C19747,2022-11-19,Coolant Flush,403.0
S04267,C01423,2021-12-21,Clutch Replacement,283.0
S04264,C01423,2023-12-29,Major Service,245.0
S80997,C26895,2023-07-18,Brake Replacement,334.0
S18289,C06066,2023-02-04,Clutch Replacement,218.0
S18288,C06066,2023-01-28,Major Service,353.0
S18287,C06066,2022-06-01,Tire Replacement,186.0
S129751,C43198,2023-06-08,Oil Change,145.0
S129749,C43198,2021-12-07,Major Service,349.0
S89737,C29836,2022-04-07,Oil Change,139.0
S104448,C34760,2022-08-31,Wheel Alignment,330.0
S104449,C34760,2024-05-27,Wheel Alignment,342.0
S118186,C39365,2025-08-25,Wheel Alignment,103.0
S08788,C02900,2024-11-11,Battery Replacement,472.0
S56812,C18862,2020-12-24,Brake Replacement,453.0
S56813,C18862,2023-09-04,Air Filter Replacement,359.0
S42745,C14161,2022-09-09,Clutch Replacement,450.0
S45729,C15154,2024-12-11,Air Filter Replacement,376.0
S07774,C02562,2024-06-07,Oil Change,311.0
S07772,C02562,2025-05-18,Transmission Check,270.0
S22070,C07309,2023-06-11,Tire Replacement,327.0
S22071,C07309,2022-06-17,Tire Replacement,499.0
S22074,C07309,2024-01-03,Air Filter Replacement,267.0
S57935,C19224,2023-02-16,Suspension Check,445.0
S118702,C39544,2025-08-02,Brake Replacement,77.0
S118705,C39544,2022-02-11,Coolant Flush,312.0
S101206,C33681,2020-10-09,Battery Replacement,371.0
S134650,C44841,2022-05-29,Clutch Replacement,245.0
S134649,C44841,2025-05-16,Battery Replacement,279.0
S133954,C44615,2023-06-29,Clutch Replacement,257.0
S133952,C44615,2023-11-19,Battery Replacement,465.0
S133953,C44615,2021-07-14,Tire Replacement,106.0
S81865,C27192,2024-08-29,Clutch Replacement,70.0
S52621,C17477,2023-12-30,Tire Replacement,439.0
S52620,C17477,2023-04-20,Coolant Flush,189.0
S30966,C10263,2021-05-11,Major Service,435.0
S130001,C43279,2022-12-23,Brake Replacement,114.0
S130000,C43279,2025-01-01,Air Filter Replacement,120.0
S93035,C30949,2021-01-03,Battery Replacement,318.0
S59323,C19710,2021-07-05,Suspension Check,320.0
S59321,C19710,2020-12-31,Tire Replacement,348.0
S85633,C28469,2025-07-27,Battery Replacement,362.0
S85632,C28469,2022-12-26,Coolant Flush,163.0
S103397,C34416,2021-04-30,Brake Replacement,147.0
S103395,C34416,2023-12-29,Transmission Check,168.0
S89467,C29747,2021-05-13,Oil Change,268.0
S89464,C29747,2022-04-02,Clutch Replacement,195.0
S06703,C02211,2023-05-16,Battery Replacement,176.0
S69214,C23002,2022-07-16,Transmission Check,104.0
S86733,C28828,2021-08-26,Battery Replacement,483.0
S86732,C28828,2021-06-12,Suspension Check,286.0
S133339,C44405,2025-08-24,Clutch Replacement,229.0
S05775,C01902,2021-02-18,Major Service,52.0
S53285,C17693,2025-01-08,Clutch Replacement,135.0
S74619,C24783,2023-03-30,Oil Change,365.0
S74620,C24783,2025-04-04,Tire Replacement,434.0
S87150,C28969,2025-03-01,Battery Replacement,237.0
S87151,C28969,2023-11-28,Tire Replacement,453.0
S116797,C38889,2022-11-12,Air Filter Replacement,343.0
S116798,C38889,2020-12-20,Major Service,167.0
S116796,C38889,2022-02-04,Spark Plug Replacement,148.0
S92814,C30876,2022-10-18,Tire Replacement,229.0
S116970,C38949,2025-01-30,Transmission Check,467.0
S128399,C42752,2023-12-14,Spark Plug Replacement,56.0
S128398,C42752,2023-12-20,Transmission Check,152.0
S128400,C42752,2023-12-06,Tire Replacement,322.0
S108636,C36168,2021-10-17,Clutch Replacement,279.0
S108635,C36168,2023-01-18,Wheel Alignment,308.0
S108637,C36168,2024-06-23,Air Filter Replacement,177.0
S106879,C35572,2021-12-07,Brake Replacement,306.0
S31484,C10435,2022-01-08,Oil Change,446.0
S31482,C10435,2024-02-12,Clutch Replacement,194.0
S100811,C33541,2022-11-12,Spark Plug Replacement,248.0
S100810,C33541,2022-08-15,Brake Replacement,322.0
S12524,C04163,2024-05-27,Brake Replacement,103.0
S83117,C27619,2021-06-23,Spark Plug Replacement,118.0
S52589,C17467,2021-06-26,Clutch Replacement,312.0
S07405,C02442,2023-06-28,Air Filter Replacement,288.0
S07406,C02442,2022-07-28,Coolant Flush,468.0
S18734,C06212,2022-08-04,Air Filter Replacement,151.0
S83030,C27591,2025-05-24,Oil Change,258.0
S83033,C27591,2020-10-03,Wheel Alignment,307.0
S83031,C27591,2024-02-13,Coolant Flush,366.0
S83434,C27722,2022-02-13,Coolant Flush,346.0
S19292,C06401,2022-11-11,Battery Replacement,97.0
S138958,C46283,2022-08-20,Tire Replacement,356.0
S90608,C30128,2025-07-24,Spark Plug Replacement,211.0
S101622,C33822,2023-04-22,Oil Change,289.0
S98412,C32757,2022-06-28,Brake Replacement,146.0
S95098,C31633,2021-07-15,Wheel Alignment,318.0
S95101,C31633,2024-09-05,Brake Replacement,174.0
S55921,C18559,2021-06-22,Major Service,136.0
S55918,C18559,2022-04-21,Spark Plug Replacement,408.0
S50077,C16626,2025-04-21,Spark Plug Replacement,361.0
S50078,C16626,2025-04-15,Air Filter Replacement,67.0
S52796,C17532,2021-07-08,Tire Replacement,74.0
S113001,C37648,2023-07-10,Clutch Replacement,204.0
S113003,C37648,2024-03-07,Brake Replacement,305.0
S113002,C37648,2022-04-08,Battery Replacement,402.0
S100388,C33396,2021-09-29,Spark Plug Replacement,419.0
S100385,C33396,2021-10-23,Major Service,233.0
S53692,C17828,2021-09-29,Wheel Alignment,99.0
S03008,C01006,2021-01-26,Coolant Flush,313.0
S03009,C01006,2020-11-12,Air Filter Replacement,210.0
S16545,C05489,2025-03-19,Suspension Check,285.0
S52410,C17407,2024-05-26,Air Filter Replacement,370.0
S01342,C00455,2020-10-12,Wheel Alignment,84.0
S01341,C00455,2022-08-21,Suspension Check,53.0
S118584,C39506,2022-01-02,Tire Replacement,180.0
S103052,C34293,2021-03-13,Oil Change,348.0
S124356,C41414,2025-05-04,Coolant Flush,170.0
S133893,C44592,2025-08-22,Oil Change,279.0
S133894,C44592,2025-02-04,Brake Replacement,191.0
S96065,C31954,2022-01-06,Spark Plug Replacement,257.0
S96064,C31954,2021-05-15,Coolant Flush,319.0
S96063,C31954,2023-05-13,Suspension Check,198.0
S90168,C29981,2023-07-10,Brake Replacement,397.0
S90170,C29981,2025-08-03,Air Filter Replacement,150.0
S90169,C29981,2024-11-26,Spark Plug Replacement,328.0
S28361,C09392,2021-04-21,Wheel Alignment,453.0
S28362,C09392,2023-03-04,Wheel Alignment,387.0
S67241,C22339,2023-03-03,Transmission Check,236.0
S67240,C22339,2024-07-16,Wheel Alignment,311.0
S67242,C22339,2023-02-25,Tire Replacement,433.0
S35308,C11709,2021-11-12,Brake Replacement,398.0
S39111,C12967,2020-12-17,Brake Replacement,274.0
S39110,C12967,2021-06-26,Spark Plug Replacement,479.0
S137119,C45665,2023-03-30,Coolant Flush,133.0
S137118,C45665,2023-10-08,Brake Replacement,76.0
S38677,C12825,2025-08-20,Suspension Check,475.0
S38679,C12825,2022-03-10,Oil Change,478.0
S89817,C29862,2024-06-12,Oil Change,64.0
S89819,C29862,2021-01-28,Air Filter Replacement,418.0
S109336,C36408,2024-12-30,Transmission Check,62.0
S109335,C36408,2024-04-09,Transmission Check,110.0
S109334,C36408,2023-01-14,Spark Plug Replacement,410.0
S23504,C07777,2023-04-22,Battery Replacement,496.0
S23503,C07777,2024-02-11,Transmission Check,212.0
S23506,C07777,2022-07-23,Air Filter Replacement,206.0
S79932,C26543,2023-11-26,Major Service,95.0
S46671,C15470,2024-05-20,Major Service,438.0
S33345,C11063,2021-10-25,Major Service,178.0
S33347,C11063,2022-10-29,Battery Replacement,226.0
S33346,C11063,2022-11-25,Battery Replacement,92.0
S36519,C12111,2021-03-15,Battery Replacement,155.0
S36518,C12111,2024-07-28,Wheel Alignment,478.0
S36517,C12111,2024-07-16,Coolant Flush,289.0
S112665,C37533,2021-01-11,Major Service,177.0
S112664,C37533,2024-12-13,Major Service,394.0
S112662,C37533,2023-06-02,Transmission Check,401.0
S101027,C33613,2024-02-15,Air Filter Replacement,152.0
S101026,C33613,2020-09-29,Clutch Replacement,70.0
S101025,C33613,2023-03-28,Wheel Alignment,416.0
S40515,C13434,2020-09-28,Battery Replacement,203.0
S82800,C27506,2021-11-15,Tire Replacement,477.0
S82801,C27506,2024-02-12,Transmission Check,456.0
S60176,C20001,2023-01-15,Coolant Flush,195.0
S60177,C20001,2024-09-17,Brake Replacement,396.0
S117366,C39080,2022-08-17,Clutch Replacement,498.0
S28026,C09274,2021-07-17,Transmission Check,111.0
S28024,C09274,2022-07-01,Transmission Check,160.0
S28025,C09274,2023-01-20,Major Service,369.0
S30599,C10135,2021-03-21,Major Service,220.0
S09038,C02983,2025-03-13,Tire Replacement,484.0
S09037,C02983,2025-08-06,Major Service,352.0
S09036,C02983,2023-02-19,Battery Replacement,461.0
S94997,C31600,2023-07-11,Air Filter Replacement,327.0
S94996,C31600,2025-08-12,Brake Replacement,251.0
S142413,C47438,2025-05-24,Suspension Check,247.0
S120756,C40224,2024-06-10,Brake Replacement,199.0
S104763,C34871,2024-06-07,Clutch Replacement,326.0
S87254,C29000,2024-04-11,Air Filter Replacement,162.0
S49188,C16321,2023-06-30,Major Service,317.0
S49191,C16321,2025-06-27,Suspension Check,430.0
S49190,C16321,2021-01-30,Clutch Replacement,409.0
S115761,C38545,2024-11-25,Air Filter Replacement,292.0
S115762,C38545,2024-04-15,Transmission Check,314.0
S115763,C38545,2025-04-24,Air Filter Replacement,173.0
S44753,C14816,2025-08-30,Air Filter Replacement,369.0
S44751,C14816,2022-07-16,Clutch Replacement,356.0
S44752,C14816,2022-10-21,Battery Replacement,284.0
S54118,C17963,2022-09-30,Suspension Check,183.0
S54117,C17963,2024-11-09,Battery Replacement,199.0
S54119,C17963,2022-01-03,Coolant Flush,500.0
S71147,C23648,2025-03-27,Tire Replacement,422.0
S71148,C23648,2023-07-31,Battery Replacement,123.0
S68891,C22896,2023-05-05,Wheel Alignment,121.0
S68893,C22896,2021-09-12,Coolant Flush,443.0
S68892,C22896,2024-10-09,Battery Replacement,442.0
S56786,C18854,2021-08-22,Oil Change,408.0
S56789,C18854,2021-05-21,Transmission Check,413.0
S56788,C18854,2022-03-17,Air Filter Replacement,336.0
S118490,C39475,2024-05-26,Spark Plug Replacement,325.0
S118494,C39475,2021-04-17,Clutch Replacement,281.0
S28269,C09354,2020-11-01,Coolant Flush,402.0
S70685,C23492,2022-07-20,Air Filter Replacement,386.0
S70686,C23492,2025-01-07,Transmission Check,87.0
S12429,C04129,2025-02-06,Air Filter Replacement,399.0
S92032,C30612,2023-10-05,Air Filter Replacement,345.0
S92033,C30612,2022-01-11,Coolant Flush,324.0
S92034,C30612,2022-01-18,Wheel Alignment,173.0
S83326,C27688,2022-05-06,Major Service,168.0
S83325,C27688,2024-03-13,Clutch Replacement,350.0
S77036,C25573,2020-10-31,Wheel Alignment,149.0
S90121,C29966,2022-01-23,Clutch Replacement,181.0
S90120,C29966,2023-06-01,Coolant Flush,159.0
S78970,C26217,2021-09-10,Spark Plug Replacement,200.0
S14545,C04823,2025-01-30,Air Filter Replacement,149.0
S00539,C00177,2025-04-12,Oil Change,260.0
S00542,C00177,2022-06-02,Brake Replacement,295.0
S00540,C00177,2021-06-18,Brake Replacement,96.0
S143876,C47938,2022-05-19,Air Filter Replacement,53.0
S84905,C28222,2021-05-23,Tire Replacement,134.0
S84904,C28222,2021-01-13,Brake Replacement,417.0
S85824,C28531,2025-01-24,Clutch Replacement,94.0
S85823,C28531,2022-09-18,Major Service,451.0
S85821,C28531,2022-08-31,Suspension Check,265.0
S47778,C15850,2022-02-05,Transmission Check,129.0
S47777,C15850,2023-06-05,Major Service,268.0
S47776,C15850,2022-02-03,Spark Plug Replacement,63.0
S71443,C23745,2025-01-24,Oil Change,113.0
S130017,C43284,2022-05-20,Clutch Replacement,368.0
S130020,C43284,2022-04-09,Air Filter Replacement,139.0
S130021,C43284,2021-04-27,Wheel Alignment,55.0
S62067,C20614,2022-08-29,Major Service,126.0
S83723,C27820,2024-06-05,Oil Change,408.0
S83724,C27820,2024-12-18,Oil Change,76.0
S116748,C38873,2024-01-31,Suspension Check,100.0
S116746,C38873,2021-04-26,Transmission Check,496.0
S83026,C27588,2021-07-06,Oil Change,144.0
S83023,C27588,2021-11-23,Transmission Check,130.0
S83027,C27588,2025-04-25,Oil Change,348.0
S69175,C22990,2023-10-14,Major Service,274.0
S69176,C22990,2022-03-17,Wheel Alignment,195.0
S69177,C22990,2020-09-22,Battery Replacement,181.0
S61319,C20375,2021-10-28,Spark Plug Replacement,485.0
S75659,C25117,2024-02-18,Air Filter Replacement,468.0
S72807,C24185,2024-06-25,Coolant Flush,212.0
S72808,C24185,2020-09-14,Suspension Check,400.0
S72806,C24185,2021-08-21,Brake Replacement,152.0
S41129,C13632,2025-06-30,Major Service,315.0
S12941,C04304,2023-11-27,Tire Replacement,76.0
S12945,C04304,2021-10-26,Air Filter Replacement,421.0
S12942,C04304,2020-10-12,Spark Plug Replacement,272.0
S31512,C10445,2022-12-12,Clutch Replacement,234.0
S127354,C42407,2023-09-29,Transmission Check,130.0
S47362,C15710,2023-09-05,Coolant Flush,334.0
S47365,C15710,2022-08-24,Tire Replacement,227.0
S99219,C33010,2021-07-16,Brake Replacement,396.0
S99220,C33010,2023-01-09,Transmission Check,245.0
S31016,C10280,2023-04-05,Air Filter Replacement,421.0
S63054,C20946,2022-03-02,Wheel Alignment,287.0
S63055,C20946,2021-04-06,Tire Replacement,53.0
S63056,C20946,2023-02-02,Wheel Alignment,113.0
S17038,C05654,2023-01-02,Suspension Check,133.0
S110735,C36891,2023-03-22,Wheel Alignment,330.0
S110734,C36891,2021-07-08,Brake Replacement,178.0
S117646,C39174,2020-10-18,Suspension Check,344.0
S117650,C39174,2021-02-11,Spark Plug Replacement,186.0
S117648,C39174,2022-05-14,Battery Replacement,465.0
S45446,C15057,2024-12-25,Oil Change,195.0
S45445,C15057,2023-06-26,Brake Replacement,225.0
S45444,C15057,2021-05-21,Tire Replacement,205.0
S42101,C13944,2023-05-11,Major Service,155.0
S42100,C13944,2023-10-31,Air Filter Replacement,224.0
S65227,C21682,2024-03-03,Clutch Replacement,373.0
S33245,C11029,2020-09-19,Clutch Replacement,213.0
S13408,C04449,2024-04-29,Brake Replacement,180.0
S119596,C39839,2025-01-04,Air Filter Replacement,79.0
S119595,C39839,2025-03-30,Wheel Alignment,356.0
S119597,C39839,2021-01-27,Clutch Replacement,84.0
S97739,C32526,2020-09-15,Brake Replacement,348.0
S91261,C30353,2025-08-31,Tire Replacement,175.0
S91264,C30353,2023-09-03,Air Filter Replacement,298.0
S91262,C30353,2022-07-21,Brake Replacement,438.0
S63068,C20950,2023-05-06,Brake Replacement,337.0
S136554,C45485,2021-02-05,Tire Replacement,62.0
S136555,C45485,2022-12-09,Wheel Alignment,292.0
S136556,C45485,2021-10-10,Oil Change,170.0
S115885,C38588,2025-03-03,Oil Change,424.0
S51929,C17250,2020-09-01,Brake Replacement,440.0
S51927,C17250,2023-01-04,Brake Replacement,484.0
S10353,C03432,2021-04-13,Oil Change,450.0
S10352,C03432,2022-04-08,Brake Replacement,219.0
S10350,C03432,2022-01-04,Brake Replacement,153.0
S138516,C46131,2025-01-25,Clutch Replacement,183.0
S138517,C46131,2025-07-31,Tire Replacement,226.0
S14667,C04866,2021-02-24,Major Service,414.0
S14665,C04866,2022-04-25,Oil Change,136.0
S135085,C44991,2023-05-28,Major Service,157.0
S120902,C40269,2024-06-12,Transmission Check,374.0
S15570,C05170,2021-05-12,Wheel Alignment,383.0
S15572,C05170,2023-09-18,Suspension Check,279.0
S15571,C05170,2023-09-19,Tire Replacement,422.0
S105577,C35152,2023-09-14,Brake Replacement,224.0
S105576,C35152,2021-05-30,Coolant Flush,190.0
S139997,C46636,2021-04-29,Oil Change,207.0
S120881,C40262,2022-01-25,Battery Replacement,449.0
S126271,C42049,2025-02-19,Suspension Check,399.0
S126274,C42049,2020-10-29,Tire Replacement,78.0
S126273,C42049,2025-09-01,Spark Plug Replacement,448.0
S38849,C12884,2025-01-07,Brake Replacement,405.0
S38848,C12884,2023-04-27,Spark Plug Replacement,102.0
S138940,C46276,2025-04-09,Tire Replacement,429.0
S132436,C44109,2022-03-20,Clutch Replacement,260.0
S15769,C05228,2023-02-02,Major Service,399.0
S15766,C05228,2021-06-02,Battery Replacement,205.0
S15768,C05228,2021-08-09,Oil Change,65.0
S103361,C34402,2023-05-08,Oil Change,321.0
S103362,C34402,2023-02-04,Tire Replacement,464.0
S15628,C05187,2023-02-15,Battery Replacement,134.0
S15627,C05187,2023-03-30,Wheel Alignment,83.0
S54781,C18173,2023-05-08,Tire Replacement,444.0
S54778,C18173,2024-10-06,Brake Replacement,245.0
S07821,C02580,2021-07-03,Major Service,92.0
S115721,C38533,2022-10-29,Oil Change,290.0
S140203,C46698,2021-08-09,Spark Plug Replacement,439.0
S140202,C46698,2023-06-23,Suspension Check,420.0
S140201,C46698,2021-06-15,Wheel Alignment,171.0
S04796,C01585,2022-01-24,Transmission Check,360.0
S142473,C47460,2021-10-01,Tire Replacement,453.0
S55277,C18330,2022-03-04,Battery Replacement,332.0
S27005,C08932,2023-11-22,Clutch Replacement,93.0
S27006,C08932,2021-06-12,Coolant Flush,140.0
S99616,C33141,2025-04-24,Air Filter Replacement,216.0
S99615,C33141,2022-05-31,Battery Replacement,86.0
S92634,C30814,2023-08-14,Clutch Replacement,481.0
S135883,C45261,2021-09-19,Air Filter Replacement,140.0
S27501,C09101,2022-05-19,Wheel Alignment,82.0
