car_id,manufacturer,model,engine_size,fuel_type,year_of_manufacturing,mileage,price,features,dealer_id
C26176,VW,Passat,1.8,Diesel,2005,134674,7577,"Air Conditioning, Navigation, Sunroof",D00001
C30834,Ford,Mondeo,1.8,Diesel,1986,352822,279,"Air Conditioning, Heated Seats, Navigation",D00039
C21445,Porsche,Cayenne,3.0,Petrol,2003,189281,7807,"Bluetooth, Heated Seats, Sunroof",D00016
C43180,Ford,Fiesta,1.4,Hybrid,1997,101170,3813,"Air Conditioning, Sunroof",D00018
C29988,VW,Passat,2.0,Diesel,2017,46987,33126,"Air Conditioning, Bluetooth, Heated Seats, Sunroof",D00017
C30722,Ford,Focus,1.6,Diesel,1995,171184,2595,"Air Conditioning, Cruise Control, Heated Seats, Sunroof",D00025
C24788,Toyota,Prius,1.4,Hybrid,1991,146304,2712,"Bluetooth, Cruise Control, Navigation, Sunroof",D00002
C44492,Toyota,RAV4,2.0,Hybrid,1984,275020,763,Cruise Control,D00007
C44779,BMW,Z4,3.0,Petrol,1999,207911,3545,"Bluetooth, Sunroof",D00011
C32430,Porsche,911,2.6,Petrol,1997,157309,9522,"Bluetooth, Heated Seats",D00011
C10990,VW,Polo,1.2,Petrol,1991,227030,710,"Air Conditioning, Cruise Control, Heated Seats",D00043
C22848,Toyota,Yaris,1.0,Petrol,2004,104029,4855,Sunroof,D00041
C06677,Porsche,911,3.0,Petrol,2002,146354,15617,Navigation,D00021
C14529,BMW,Z4,2.4,Petrol,1998,33571,11125,"Air Conditioning, Sunroof",D00049
C15810,Toyota,Prius,1.8,Hybrid,1993,158701,3174,"Air Conditioning, Bluetooth, Cruise Control, Heated Seats",D00019
C03503,Ford,Fiesta,1.2,Petrol,2013,62026,11211,"Bluetooth, Cruise Control, Heated Seats, Navigation",D00005
C11949,Porsche,Cayenne,4.0,Petrol,2007,106373,23067,"Air Conditioning, Bluetooth, Cruise Control, Sunroof",D00002
C11210,Toyota,Prius,1.4,Hybrid,1990,186371,1812,"Air Conditioning, Bluetooth, Cruise Control, Navigation",D00023
C04109,VW,Polo,1.2,Petrol,2005,79277,6013,Heated Seats,D00010
C05036,Ford,Focus,1.4,Petrol,1992,240473,1025,"Bluetooth, Cruise Control, Navigation",D00005
C43563,Toyota,Yaris,1.4,Petrol,2003,153264,3656,"Bluetooth, Cruise Control, Navigation, Sunroof",D00024
C18273,Porsche,Cayenne,4.0,Petrol,2002,181346,9032,Cruise Control,D00047
C47263,Toyota,Yaris,1.4,Hybrid,2002,51844,8624,"Air Conditioning, Bluetooth",D00001
C02523,BMW,M5,5.0,Petrol,1997,144212,12426,"Air Conditioning, Cruise Control, Heated Seats, Navigation",D00006
C23167,Porsche,911,3.0,Petrol,2004,126668,20874,Cruise Control,D00027
C24677,VW,Passat,1.8,Diesel,1993,102118,4367,"Air Conditioning, Cruise Control, Sunroof",D00042
C38154,VW,Passat,1.6,Diesel,1998,68527,7272,"Heated Seats, Sunroof",D00008
C07169,VW,Polo,1.0,Petrol,2017,49485,14852,"Air Conditioning, Cruise Control, Navigation, Sunroof",D00026
C12366,BMW,M5,4.4,Petrol,2019,25816,115164,"Cruise Control, Heated Seats, Navigation",D00039
C21083,Ford,Mondeo,2.0,Hybrid,2012,71302,21957,"Bluetooth, Navigation",D00004
C43742,VW,Golf,1.8,Diesel,2008,91210,10310,Sunroof,D00022
C39136,VW,Passat,2.0,Diesel,2014,76739,22355,Bluetooth,D00016
C33583,Toyota,Prius,1.8,Hybrid,1993,186493,2507,"Air Conditioning, Bluetooth, Sunroof",D00017
C31703,Toyota,Yaris,1.4,Hybrid,2003,81278,7590,"Bluetooth, Navigation, Sunroof",D00001
C38238,VW,Passat,2.0,Diesel,1991,140312,3002,"Air Conditioning, Cruise Control, Sunroof",D00038
C22359,VW,Passat,1.8,Diesel,1990,155680,2351,Heated Seats,D00017
C48247,Ford,Mondeo,1.8,Diesel,2009,82969,13778,Heated Seats,D00016
C05930,Toyota,Prius,1.8,Hybrid,1992,279515,1007,"Air Conditioning, Bluetooth, Cruise Control, Sunroof",D00035
C38283,Ford,Fiesta,1.4,Petrol,2017,36299,18546,"Navigation, Sunroof",D00008
C40524,Toyota,Yaris,1.2,Hybrid,2014,56821,17219,"Heated Seats, Sunroof",D00019
C14750,Ford,Focus,2.0,Diesel,2007,68107,14192,"Air Conditioning, Bluetooth, Heated Seats, Navigation",D00004
C11035,VW,Golf,1.4,Diesel,1995,271621,827,"Air Conditioning, Cruise Control",D00006
C25201,BMW,X3,2.4,Petrol,1995,152827,4089,"Air Conditioning, Heated Seats, Sunroof",D00001
C29459,Ford,Mondeo,1.6,Diesel,2006,125600,7762,"Air Conditioning, Bluetooth, Heated Seats, Navigation",D00010
C01176,Ford,Mondeo,1.4,Diesel,2002,152196,4495,"Air Conditioning, Sunroof",D00027
C38938,Toyota,Prius,1.0,Hybrid,1999,77769,6544,Heated Seats,D00048
C48126,Ford,Mondeo,2.0,Diesel,1997,175136,3177,"Air Conditioning, Cruise Control, Navigation, Sunroof",D00012
C47643,VW,Golf,2.0,Petrol,1986,339705,269,Heated Seats,D00020
C06050,VW,Passat,1.8,Diesel,1988,370955,282,"Bluetooth, Cruise Control, Heated Seats",D00010
C35665,Ford,Fiesta,1.0,Hybrid,2013,63336,12177,"Bluetooth, Heated Seats, Navigation",D00024
C38145,VW,Golf,1.6,Petrol,2018,39769,25286,"Bluetooth, Cruise Control",D00036
C33826,VW,Passat,1.4,Diesel,1995,47313,6381,Cruise Control,D00023
C25387,Toyota,Prius,1.8,Hybrid,2001,136206,6497,"Air Conditioning, Bluetooth, Cruise Control, Sunroof",D00023
C41042,Toyota,Yaris,1.4,Hybrid,2003,177166,3590,"Bluetooth, Cruise Control, Navigation, Sunroof",D00005
C24933,Ford,Fiesta,1.0,Petrol,2017,34358,15854,"Air Conditioning, Sunroof",D00031
C09764,VW,Golf,1.6,Petrol,1994,177733,1837,"Heated Seats, Sunroof",D00017
C36882,BMW,M5,4.4,Petrol,2007,127855,25860,"Air Conditioning, Cruise Control, Navigation, Sunroof",D00015
C03777,Toyota,RAV4,1.8,Petrol,2006,143719,8362,Cruise Control,D00040
C10004,Ford,Mondeo,2.0,Petrol,2003,105366,7892,Cruise Control,D00016
C13034,BMW,M5,4.4,Petrol,2002,56718,30788,Cruise Control,D00015
C19664,Toyota,Prius,1.8,Hybrid,2008,115151,12206,Navigation,D00017
C03038,Toyota,RAV4,2.0,Hybrid,1997,125292,6719,"Heated Seats, Navigation",D00037
C46902,Toyota,Yaris,1.0,Hybrid,2006,153280,4528,"Bluetooth, Heated Seats, Sunroof",D00029
C07064,Toyota,RAV4,2.0,Hybrid,2011,87938,22555,"Cruise Control, Heated Seats, Navigation, Sunroof",D00017
C04234,Ford,Fiesta,1.0,Petrol,2009,79041,6995,"Bluetooth, Heated Seats, Navigation",D00029
C27605,Toyota,RAV4,2.4,Hybrid,1989,270954,1212,"Bluetooth, Navigation",D00027
C19647,VW,Golf,1.6,Petrol,2010,127737,8046,"Bluetooth, Cruise Control, Navigation",D00001
C04983,Ford,Fiesta,1.2,Petrol,2022,5254,28439,"Heated Seats, Navigation, Sunroof",D00019
C21177,VW,Passat,1.6,Diesel,2002,155518,4940,"Bluetooth, Cruise Control, Heated Seats",D00026
C48272,Toyota,RAV4,2.4,Hybrid,1997,94385,9279,"Air Conditioning, Heated Seats, Navigation, Sunroof",D00024
C00470,Porsche,718 Cayman,4.0,Petrol,1995,154629,5991,"Cruise Control, Sunroof",D00046
C12860,Toyota,Prius,1.4,Hybrid,2000,172166,3987,"Bluetooth, Navigation",D00002
C33450,VW,Passat,1.6,Diesel,1990,163997,2068,"Navigation, Sunroof",D00016
C18379,Toyota,RAV4,2.0,Hybrid,1994,133252,5168,Sunroof,D00019
C25310,Ford,Mondeo,1.8,Diesel,1993,227101,1460,"Bluetooth, Heated Seats",D00027
C24709,VW,Golf,2.0,Petrol,2016,54095,22654,"Air Conditioning, Heated Seats, Navigation",D00048
C29071,Toyota,Yaris,1.0,Hybrid,2015,65643,15868,"Heated Seats, Navigation, Sunroof",D00050
C04776,Ford,Focus,1.0,Petrol,2003,130541,4646,"Air Conditioning, Bluetooth, Cruise Control, Heated Seats",D00036
C25025,BMW,X3,3.0,Diesel,2010,79143,22834,Bluetooth,D00046
C33433,Ford,Mondeo,1.4,Petrol,1993,139774,2598,"Bluetooth, Cruise Control, Navigation, Sunroof",D00018
C17076,VW,Polo,1.0,Petrol,1999,196859,1447,Bluetooth,D00048
C18055,VW,Golf,1.6,Petrol,2010,79591,11476,"Air Conditioning, Navigation, Sunroof",D00018
C11669,Ford,Fiesta,1.4,Petrol,2016,58765,15105,"Air Conditioning, Cruise Control",D00039
C01098,Toyota,Yaris,1.2,Hybrid,2014,39516,19163,Navigation,D00016
C05371,VW,Passat,1.4,Diesel,2012,52461,19194,"Bluetooth, Heated Seats",D00028
C39073,Toyota,RAV4,2.0,Hybrid,2010,111439,17772,"Air Conditioning, Heated Seats, Navigation",D00022
C30514,Ford,Mondeo,1.4,Diesel,2015,54723,21876,"Cruise Control, Heated Seats, Navigation, Sunroof",D00026
C01283,Porsche,911,3.5,Petrol,2005,110347,27310,"Air Conditioning, Bluetooth, Cruise Control, Navigation",D00008
C37581,Toyota,RAV4,2.0,Hybrid,2018,32415,51463,"Air Conditioning, Heated Seats, Navigation, Sunroof",D00015
C41092,VW,Golf,1.4,Petrol,2009,102395,8536,"Bluetooth, Cruise Control",D00038
C12582,VW,Polo,2.0,Petrol,2000,63937,6166,"Air Conditioning, Heated Seats",D00001
C39516,Ford,Fiesta,1.4,Petrol,1989,168391,1094,"Bluetooth, Cruise Control, Navigation, Sunroof",D00017
C48075,Ford,Fiesta,1.2,Petrol,2014,31595,14449,Bluetooth,D00008
C15478,Ford,Fiesta,1.4,Petrol,2000,94073,4086,"Bluetooth, Cruise Control, Heated Seats, Sunroof",D00027
C05523,Ford,Fiesta,1.4,Petrol,2000,188948,1911,"Air Conditioning, Heated Seats",D00037
C23812,VW,Golf,1.2,Petrol,2014,34352,17319,Bluetooth,D00014
C48467,Ford,Focus,2.0,Diesel,2019,21953,41862,"Air Conditioning, Bluetooth, Navigation, Sunroof",D00015
C33047,VW,Passat,2.0,Diesel,2013,19707,29742,"Air Conditioning, Bluetooth, Cruise Control, Heated Seats",D00031
C38196,VW,Polo,1.4,Petrol,2018,31029,20981,"Air Conditioning, Cruise Control, Navigation, Sunroof",D00043
C21194,Toyota,Prius,1.8,Hybrid,2018,28542,42474,"Bluetooth, Cruise Control, Sunroof",D00019
C45272,Toyota,Yaris,1.0,Petrol,2001,197292,1858,"Air Conditioning, Cruise Control, Heated Seats, Navigation",D00016
C10742,VW,Golf,1.6,Petrol,2009,90147,9971,"Air Conditioning, Bluetooth, Cruise Control, Sunroof",D00027
C48560,Toyota,Yaris,1.4,Hybrid,2020,15180,35455,"Air Conditioning, Heated Seats",D00047
C25842,Ford,Focus,1.0,Diesel,2001,139074,3989,"Bluetooth, Sunroof",D00020
C43817,Ford,Mondeo,2.0,Diesel,1998,168509,3592,"Cruise Control, Heated Seats",D00010
C00843,VW,Golf,1.4,Diesel,1996,126814,3130,"Bluetooth, Heated Seats, Navigation, Sunroof",D00012
C10055,VW,Golf,1.2,Diesel,1996,141582,2578,"Heated Seats, Sunroof",D00022
C02060,Ford,Mondeo,1.4,Diesel,2019,27045,33727,"Bluetooth, Navigation",D00016
C06205,Ford,Fiesta,1.0,Petrol,1992,121960,1645,"Bluetooth, Cruise Control, Heated Seats, Sunroof",D00039
C06176,Toyota,Yaris,1.2,Hybrid,2018,30191,26426,"Air Conditioning, Bluetooth, Heated Seats, Sunroof",D00043
C07366,VW,Golf,1.8,Diesel,2014,70903,17702,"Air Conditioning, Cruise Control, Heated Seats, Navigation",D00004
C38302,Porsche,718 Cayman,2.4,Petrol,2012,40857,32770,"Navigation, Sunroof",D00034
C03920,BMW,Z4,2.4,Petrol,1991,243074,1353,"Air Conditioning, Cruise Control, Navigation, Sunroof",D00008
C32634,VW,Polo,1.2,Petrol,2007,116317,5251,"Bluetooth, Cruise Control, Heated Seats, Navigation",D00011
C12552,Ford,Fiesta,1.4,Petrol,2000,157704,2492,"Heated Seats, Sunroof",D00001
C40577,VW,Passat,1.6,Diesel,2008,118104,9928,"Air Conditioning, Cruise Control, Heated Seats, Sunroof",D00028
C33749,Ford,Focus,1.0,Petrol,2006,93265,7514,Air Conditioning,D00024
C09532,BMW,Z4,2.2,Petrol,1999,143744,5243,"Cruise Control, Heated Seats",D00037
C07221,Ford,Focus,1.6,Diesel,2012,113610,12813,"Air Conditioning, Bluetooth, Heated Seats",D00008
C21672,Porsche,718 Cayman,2.4,Petrol,2009,65106,23033,Bluetooth,D00022
C16782,Ford,Focus,2.0,Diesel,1995,116551,4510,"Air Conditioning, Sunroof",D00010
C41582,Toyota,Yaris,1.2,Petrol,1998,142272,2652,"Air Conditioning, Bluetooth, Cruise Control, Heated Seats",D00045
C49613,VW,Passat,1.4,Petrol,1991,153902,2142,"Heated Seats, Navigation",D00019
C10390,Toyota,Yaris,1.0,Petrol,2003,80619,5370,"Air Conditioning, Cruise Control",D00005
C29213,Porsche,Cayenne,3.0,Petrol,2012,85198,32489,"Cruise Control, Heated Seats, Sunroof",D00011
C17177,Toyota,RAV4,2.2,Hybrid,1989,284294,1024,"Bluetooth, Navigation",D00002
C46989,Ford,Mondeo,1.6,Diesel,2011,84313,14704,"Bluetooth, Heated Seats, Sunroof",D00045
C47499,VW,Golf,1.4,Petrol,2019,30397,26713,"Air Conditioning, Bluetooth, Cruise Control, Heated Seats",D00011
C01711,BMW,Z4,2.2,Petrol,2015,87514,23349,"Bluetooth, Cruise Control, Heated Seats, Sunroof",D00038
C47542,Porsche,Cayenne,3.0,Diesel,1999,173188,7210,Bluetooth,D00036
C46408,BMW,Z4,2.2,Petrol,1993,150656,3322,"Bluetooth, Cruise Control",D00024
C26942,Toyota,Yaris,1.4,Hybrid,2019,20445,32231,Cruise Control,D00007
C33612,Ford,Mondeo,2.0,Diesel,1995,178558,2700,"Bluetooth, Cruise Control, Heated Seats, Navigation",D00033
C28108,VW,Golf,2.0,Petrol,2019,3156,37006,"Bluetooth, Navigation, Sunroof",D00035
C31399,Ford,Focus,1.0,Diesel,2011,75732,12447,"Air Conditioning, Heated Seats, Navigation, Sunroof",D00015
C46193,Toyota,RAV4,2.2,Hybrid,2010,77158,23852,"Air Conditioning, Bluetooth, Heated Seats",D00010
C03169,VW,Polo,1.0,Petrol,2018,34229,17406,"Air Conditioning, Cruise Control, Navigation, Sunroof",D00028
C48316,Ford,Fiesta,1.4,Petrol,2015,49345,14998,"Bluetooth, Heated Seats, Sunroof",D00025
C25985,VW,Polo,1.4,Petrol,1997,122529,2776,"Cruise Control, Heated Seats",D00042
C05047,Ford,Mondeo,2.0,Diesel,1994,171688,2678,"Bluetooth, Cruise Control, Navigation",D00009
C15713,Ford,Fiesta,1.4,Petrol,2020,21548,24645,Sunroof,D00009
C03211,VW,Golf,1.4,Petrol,1996,142978,2622,"Air Conditioning, Bluetooth",D00007
C45043,Toyota,Yaris,1.0,Petrol,1998,124576,2785,"Air Conditioning, Bluetooth, Navigation, Sunroof",D00042
C14086,Ford,Mondeo,1.6,Diesel,2019,39546,33524,Sunroof,D00049
C14765,VW,Golf,1.2,Diesel,2015,52300,17433,Cruise Control,D00012
C44103,Ford,Mondeo,1.4,Diesel,2015,42595,23582,Navigation,D00018
C19414,Toyota,Prius,1.0,Hybrid,2009,42526,16003,"Cruise Control, Heated Seats",D00031
C04349,Ford,Mondeo,1.6,Hybrid,1999,178160,3616,"Air Conditioning, Navigation, Sunroof",D00012
C12726,Ford,Fiesta,1.0,Petrol,2014,52387,11635,"Air Conditioning, Sunroof",D00020
C34025,BMW,M5,4.4,Petrol,1999,194906,8682,Air Conditioning,D00041
C41114,Toyota,Yaris,1.0,Hybrid,2006,90355,7351,"Air Conditioning, Heated Seats, Navigation, Sunroof",D00035
C37932,Ford,Focus,2.0,Petrol,2002,174746,4276,Sunroof,D00031
C16254,VW,Golf,1.8,Petrol,2015,14393,25357,"Heated Seats, Navigation",D00035
C42985,Toyota,RAV4,1.8,Petrol,2013,74100,22422,Navigation,D00016
C27292,VW,Golf,1.6,Hybrid,2000,279953,1304,"Air Conditioning, Cruise Control, Navigation",D00012
C13913,Porsche,Cayenne,3.5,Petrol,2013,20661,56268,"Bluetooth, Navigation",D00034
C26575,BMW,X3,3.0,Petrol,2015,35563,40097,"Air Conditioning, Navigation, Sunroof",D00042
C43741,Porsche,Cayenne,2.6,Diesel,1999,152758,7962,"Air Conditioning, Cruise Control, Heated Seats, Navigation",D00007
C15674,VW,Golf,1.2,Diesel,1999,189772,2101,"Navigation, Sunroof",D00003
C03397,BMW,M5,5.0,Petrol,2011,44805,64419,"Bluetooth, Cruise Control, Heated Seats",D00023
C11071,Porsche,Cayenne,4.0,Petrol,1992,80929,10187,"Air Conditioning, Heated Seats, Navigation, Sunroof",D00030
C45456,VW,Polo,1.4,Petrol,2008,115790,6087,"Cruise Control, Heated Seats, Navigation",D00034
C09888,VW,Polo,1.0,Petrol,2002,65005,4947,"Heated Seats, Navigation, Sunroof",D00019
C22904,BMW,X3,2.4,Diesel,2019,13949,55510,"Air Conditioning, Heated Seats, Sunroof",D00021
C16829,VW,Passat,1.8,Petrol,2009,115495,10936,"Air Conditioning, Bluetooth, Cruise Control, Navigation",D00021
C20252,Ford,Focus,2.0,Diesel,2010,79831,16012,Air Conditioning,D00010
C43250,Ford,Focus,1.6,Diesel,2006,54783,12948,"Heated Seats, Navigation, Sunroof",D00038
C33084,Toyota,Yaris,1.0,Petrol,2011,80892,9137,"Air Conditioning, Bluetooth, Cruise Control, Sunroof",D00011
C48499,Toyota,RAV4,2.4,Petrol,2016,37480,39911,"Air Conditioning, Sunroof",D00034
C13248,Ford,Fiesta,1.4,Petrol,2017,51193,16941,"Air Conditioning, Cruise Control, Navigation, Sunroof",D00023
C18098,VW,Passat,1.6,Petrol,2003,162101,4761,Cruise Control,D00013
C20566,Ford,Mondeo,1.4,Diesel,2017,52396,25366,"Bluetooth, Cruise Control, Heated Seats",D00044
C35975,VW,Polo,1.4,Diesel,2002,76858,5677,Heated Seats,D00020
C32460,Toyota,Prius,1.8,Hybrid,2001,69646,10598,Heated Seats,D00047
C07273,BMW,Z4,2.0,Petrol,2005,108687,9799,Bluetooth,D00015
C18875,Ford,Focus,1.0,Diesel,1993,111500,2900,"Cruise Control, Heated Seats",D00033
C17625,Toyota,Prius,1.4,Hybrid,2010,112439,12556,"Cruise Control, Heated Seats, Navigation, Sunroof",D00016
C37774,BMW,Z4,2.2,Petrol,2008,136269,10143,Heated Seats,D00050
C04830,Ford,Fiesta,1.2,Petrol,1993,142625,1636,"Air Conditioning, Cruise Control, Navigation, Sunroof",D00014
C04856,Ford,Focus,1.4,Diesel,1996,146613,3183,Heated Seats,D00043
C33174,Porsche,Cayenne,2.6,Petrol,2021,9220,87910,"Air Conditioning, Bluetooth, Cruise Control, Navigation",D00036
C21213,VW,Passat,1.8,Diesel,1991,116209,3440,"Air Conditioning, Bluetooth, Cruise Control, Navigation",D00010
C16755,Toyota,Prius,1.4,Hybrid,1993,214841,1722,"Air Conditioning, Navigation",D00021
C32892,Ford,Mondeo,1.8,Diesel,2010,132605,10174,"Bluetooth, Cruise Control, Heated Seats, Navigation",D00015
C27948,VW,Golf,1.6,Diesel,1999,224089,1789,"Air Conditioning, Cruise Control, Heated Seats",D00042
C15336,BMW,X3,2.4,Diesel,1990,165819,2762,"Air Conditioning, Cruise Control, Navigation",D00009
C46684,VW,Passat,1.8,Diesel,2011,79119,17082,"Bluetooth, Cruise Control, Heated Seats, Navigation",D00039
C16163,Ford,Focus,1.4,Petrol,1999,137776,3975,"Bluetooth, Cruise Control, Navigation",D00024
C24450,Toyota,Yaris,1.2,Hybrid,2002,164207,3469,"Air Conditioning, Navigation",D00026
C03571,VW,Passat,1.6,Diesel,2012,83752,16671,"Bluetooth, Sunroof",D00035
C29638,BMW,Z4,2.2,Petrol,1986,186300,1542,"Bluetooth, Heated Seats, Sunroof",D00034
C42040,Ford,Mondeo,1.4,Diesel,2004,91209,8215,Cruise Control,D00045
C16126,Toyota,Yaris,1.0,Hybrid,2019,21129,27138,"Air Conditioning, Heated Seats, Navigation, Sunroof",D00012
C07950,Porsche,911,2.6,Petrol,1986,137872,5357,"Bluetooth, Heated Seats, Navigation, Sunroof",D00016
C44805,VW,Passat,1.8,Diesel,1999,123250,5555,"Bluetooth, Heated Seats",D00038
C34331,Ford,Fiesta,1.0,Petrol,1994,125789,1825,Heated Seats,D00010
C02494,Toyota,RAV4,1.8,Hybrid,2007,84621,16775,Bluetooth,D00043
C47487,Porsche,718 Cayman,2.0,Petrol,1992,184719,2690,"Bluetooth, Navigation",D00043
C13151,Toyota,Prius,1.0,Hybrid,2007,119017,8264,"Air Conditioning, Bluetooth, Heated Seats",D00040
C33199,Toyota,Yaris,1.2,Petrol,2017,28486,20803,Bluetooth,D00024
C17032,Ford,Focus,1.6,Petrol,2001,137637,4861,"Bluetooth, Cruise Control",D00010
C39394,Ford,Fiesta,1.0,Petrol,2018,29678,17412,"Cruise Control, Heated Seats, Navigation",D00005
C47115,BMW,X3,2.4,Diesel,2014,86036,25417,"Air Conditioning, Navigation, Sunroof",D00020
C14596,Toyota,RAV4,2.0,Hybrid,1994,154991,4335,"Air Conditioning, Cruise Control, Heated Seats, Sunroof",D00008
C33943,VW,Golf,1.6,Petrol,1999,193402,2239,"Bluetooth, Heated Seats, Navigation, Sunroof",D00042
C15501,BMW,Z4,2.4,Petrol,2011,62347,22159,"Air Conditioning, Bluetooth, Navigation",D00035
C11166,Toyota,Prius,1.0,Hybrid,2020,9623,40121,Air Conditioning,D00023
C48147,BMW,M5,4.4,Petrol,1996,319585,2242,"Air Conditioning, Cruise Control, Heated Seats, Sunroof",D00029
C29646,VW,Golf,1.6,Petrol,2014,20842,21594,"Air Conditioning, Cruise Control, Heated Seats, Navigation",D00009
C36289,Porsche,Cayenne,2.6,Diesel,2014,80079,37603,"Cruise Control, Navigation, Sunroof",D00012
C33600,VW,Golf,1.8,Petrol,2008,86473,10154,"Bluetooth, Heated Seats, Sunroof",D00027
C18443,Ford,Fiesta,1.0,Petrol,2010,6933,11564,"Bluetooth, Sunroof",D00046
C06924,Toyota,RAV4,1.8,Hybrid,1997,195440,3559,"Air Conditioning, Heated Seats",D00015
C36512,Ford,Focus,1.6,Hybrid,1993,175748,2497,"Heated Seats, Sunroof",D00047
C46482,BMW,Z4,2.0,Petrol,2006,75169,13309,"Heated Seats, Navigation",D00014
C08493,BMW,M5,5.0,Petrol,1994,157603,9117,"Bluetooth, Heated Seats",D00032
C29051,VW,Golf,2.0,Petrol,2005,149172,5431,"Air Conditioning, Bluetooth, Navigation, Sunroof",D00015
C19648,Ford,Focus,1.6,Petrol,1994,204213,1736,"Cruise Control, Heated Seats, Navigation, Sunroof",D00024
C11475,Porsche,Cayenne,3.0,Petrol,2007,104217,20299,Cruise Control,D00005
C25788,Ford,Focus,2.0,Petrol,2015,40758,27393,"Air Conditioning, Heated Seats, Navigation, Sunroof",D00028
C10272,Ford,Mondeo,1.6,Diesel,2008,116214,9534,Air Conditioning,D00023
C19305,Toyota,Yaris,1.0,Hybrid,2011,86036,10578,Bluetooth,D00046
C28154,VW,Passat,1.4,Diesel,2016,34998,27865,"Heated Seats, Navigation",D00002
C27706,Toyota,Yaris,1.0,Petrol,1997,117297,2755,Navigation,D00018
C47009,Porsche,Cayenne,2.6,Petrol,2018,29983,64223,"Bluetooth, Sunroof",D00006
C37285,Ford,Fiesta,1.2,Petrol,1994,263915,602,Cruise Control,D00015
C40352,VW,Passat,2.0,Diesel,2019,27123,42571,"Air Conditioning, Heated Seats",D00020
C23679,Ford,Focus,1.6,Petrol,1995,138421,3238,"Bluetooth, Cruise Control, Navigation, Sunroof",D00011
C01864,VW,Passat,1.6,Diesel,2016,15746,33200,"Heated Seats, Sunroof",D00030
C39935,VW,Golf,1.8,Diesel,2017,40390,26247,"Air Conditioning, Bluetooth, Cruise Control, Navigation",D00012
C02594,Ford,Focus,1.4,Petrol,2004,125149,6129,Bluetooth,D00050
C11038,VW,Polo,1.2,Petrol,2012,49739,11639,Navigation,D00034
C33900,Ford,Focus,1.8,Petrol,1990,307660,541,"Air Conditioning, Bluetooth, Navigation",D00041
C04977,Ford,Mondeo,1.6,Diesel,2006,94746,9784,"Air Conditioning, Cruise Control, Heated Seats, Sunroof",D00042
C13633,Porsche,911,2.2,Petrol,2010,51539,45362,"Air Conditioning, Heated Seats, Sunroof",D00043
C20639,Ford,Focus,1.6,Petrol,2009,123253,9280,Bluetooth,D00041
C33648,VW,Golf,2.0,Diesel,1998,143574,3742,"Air Conditioning, Heated Seats, Navigation, Sunroof",D00020
C36558,VW,Polo,1.0,Petrol,1996,184356,1321,"Heated Seats, Sunroof",D00043
C22310,Ford,Mondeo,1.4,Diesel,2004,93512,8081,Bluetooth,D00028
C26377,VW,Passat,2.0,Diesel,2009,57728,18166,Heated Seats,D00033
C41377,VW,Polo,1.0,Petrol,2001,176388,1974,Air Conditioning,D00002
C28504,Toyota,Yaris,1.2,Petrol,2020,15567,27297,"Cruise Control, Navigation",D00046
C34233,BMW,Z4,3.0,Petrol,1995,102943,6430,Cruise Control,D00050
C03699,Toyota,RAV4,2.4,Hybrid,1987,248752,1305,"Air Conditioning, Bluetooth, Heated Seats",D00005
C26140,Ford,Focus,1.6,Petrol,2015,57471,22088,"Navigation, Sunroof",D00010
C42603,BMW,X3,2.4,Diesel,2012,60965,26350,"Bluetooth, Cruise Control, Heated Seats, Navigation",D00024
C29491,VW,Polo,2.0,Petrol,1997,122604,3316,"Bluetooth, Heated Seats, Navigation, Sunroof",D00038
C45840,Ford,Mondeo,2.0,Diesel,2018,35200,35978,"Cruise Control, Heated Seats, Sunroof",D00047
C14737,Porsche,718 Cayman,4.0,Petrol,2014,61727,42425,"Cruise Control, Navigation, Sunroof",D00027
C35956,Ford,Fiesta,1.2,Petrol,2008,73356,7451,"Cruise Control, Heated Seats, Sunroof",D00031
C03520,Ford,Focus,2.0,Petrol,1990,151923,2325,"Air Conditioning, Bluetooth, Heated Seats, Sunroof",D00043
