AccidentID,CarID,Date_of_Accident,Description,Cost_of_Repair,Severity
A37987,C25285,2025-03-07,Side swipe from passing vehicle,762.0,Minor
A37988,C25285,2023-04-17,Parking lot scrape,3739.0,Moderate
A34634,C23075,2021-02-02,Side swipe from passing vehicle,1599.0,Major
A34635,C23075,2024-07-02,Side swipe from passing vehicle,1257.0,Major
A34636,C23075,2023-07-29,Side swipe from passing vehicle,672.0,Severe
A64360,C42738,2021-06-02,Rear quarter panel dent,4990.0,Severe
A64361,C42738,2023-09-28,Windshield damage,1296.0,Moderate
A16206,C10743,2024-01-09,Scratched paint on rear bumper,2373.0,Minor
A16207,C10743,2025-05-08,Front-end collision,2875.0,Severe
A45951,C30602,2023-01-03,Door dent from tight parking,4635.0,Minor
A45952,C30602,2022-05-18,Damage from pothole incident,3450.0,Moderate
A57496,C38276,2024-05-17,Head-on collision,1694.0,Moderate
A57497,C38276,2022-08-27,Rear bumper collision,2556.0,Minor
A57498,C38276,2023-02-22,Rear quarter panel dent,2008.0,Moderate
A49146,C32739,2022-01-28,Tire puncture during accident,1224.0,Major
A49147,C32739,2024-08-28,Parking lot scrape,705.0,Minor
A66373,C44094,2024-03-04,Hood dent from minor crash,432.0,Minor
A66374,C44094,2021-07-16,Rear quarter panel dent,933.0,Severe
A61832,C41105,2025-06-12,Front-end collision,3224.0,Moderate
A61833,C41105,2024-05-14,Front-end collision,2903.0,Severe
A52061,C34648,2023-11-09,Parking lot scrape,1346.0,Moderate
A52062,C34648,2025-06-22,Collision with pole,1516.0,Major
A18464,C12241,2024-02-13,Rear quarter panel dent,3603.0,Severe
A32354,C21565,2025-03-04,Minor parking lot accident,801.0,Moderate
A32355,C21565,2023-04-03,Scratched paint on rear bumper,2268.0,Severe
A32356,C21565,2022-03-28,Rear-end hit at traffic light,2025.0,Severe
A25667,C17096,2025-01-23,Parking lot scrape,3834.0,Moderate
A25668,C17096,2021-11-17,Rear-end hit at traffic light,3060.0,Major
A25669,C17096,2022-08-18,Tire puncture during accident,943.0,Major
A25133,C16750,2025-08-02,Minor collision at roundabout,636.0,Major
A25167,C16777,2025-07-26,Collision with pole,2524.0,Major
A25168,C16777,2025-08-27,Windshield damage,3841.0,Moderate
A25169,C16777,2022-08-04,Scratched paint on rear bumper,148.0,Severe
A08526,C05712,2025-08-05,Damage from pothole incident,4579.0,Minor
A54729,C36441,2021-12-31,Minor parking lot accident,597.0,Moderate
A54730,C36441,2024-05-23,Parking lot scrape,2092.0,Major
A54731,C36441,2024-03-18,Parking lot scrape,3817.0,Moderate
A72417,C48138,2021-03-19,Side swipe from passing vehicle,4021.0,Major
A72418,C48138,2020-09-20,Minor parking lot accident,3522.0,Severe
A05128,C03462,2024-01-07,Side swipe from passing vehicle,4395.0,Major
A05129,C03462,2021-12-20,Side panel scratch,619.0,Minor
A05130,C03462,2024-11-05,Minor fender bender,668.0,Major
A50335,C33521,2025-03-15,Parking lot scrape,2072.0,Major
A48575,C32339,2022-06-16,Side panel scratch,480.0,Moderate
A48576,C32339,2022-08-05,Side mirror broken,173.0,Moderate
A62576,C41591,2024-12-07,Damage from pothole incident,3608.0,Minor
A62577,C41591,2021-03-23,Damage from pothole incident,590.0,Minor
A62578,C41591,2022-09-05,Collision with pole,1696.0,Severe
A52934,C35239,2023-03-06,Hood dent from minor crash,4791.0,Minor
A52935,C35239,2023-09-19,Collision with pole,2058.0,Moderate
A52936,C35239,2021-07-05,Rear quarter panel dent,4338.0,Major
A03692,C02528,2025-05-23,Rear quarter panel dent,400.0,Major
A03693,C02528,2020-10-03,Windshield damage,499.0,Moderate
A03694,C02528,2021-01-20,Front-end collision,4878.0,Moderate
A02132,C01485,2023-02-28,Rear-end hit at traffic light,2533.0,Moderate
A02133,C01485,2023-12-18,Side panel scratch,3290.0,Minor
A02134,C01485,2025-02-17,Minor collision at roundabout,324.0,Moderate
A44642,C29709,2024-02-15,Minor parking lot accident,812.0,Severe
A44643,C29709,2021-12-14,Side mirror broken,2060.0,Major
A44644,C29709,2023-11-27,Parking lot scrape,3789.0,Major
A04838,C03271,2020-10-05,Rear quarter panel dent,148.0,Moderate
A05346,C03611,2021-10-16,Tire puncture during accident,2551.0,Major
A05347,C03611,2023-03-14,Rear bumper collision,4762.0,Severe
A05348,C03611,2022-01-06,Minor collision at roundabout,437.0,Moderate
A17850,C11847,2025-01-30,Scratched paint on rear bumper,3742.0,Moderate
A17851,C11847,2022-05-08,Tire puncture during accident,295.0,Minor
A17852,C11847,2025-07-29,Side panel scratch,3119.0,Severe
A36129,C24067,2024-04-20,Minor parking lot accident,1838.0,Minor
A36130,C24067,2024-06-12,Rear quarter panel dent,219.0,Moderate
A15679,C10370,2021-08-30,Collision with pole,3366.0,Moderate
A15680,C10370,2021-02-02,Tire puncture during accident,1057.0,Major
A03584,C02465,2021-04-10,Door dent from tight parking,1237.0,Minor
A73098,C48583,2024-03-10,Scratched paint on rear bumper,1686.0,Moderate
A73099,C48583,2024-03-04,Side mirror broken,4620.0,Severe
A73100,C48583,2023-05-30,Rear-end hit at traffic light,292.0,Minor
A33097,C22040,2023-10-10,Minor fender bender,1216.0,Major
A33098,C22040,2022-07-27,Front bumper scrape,331.0,Severe
A63501,C42172,2023-12-11,Tire puncture during accident,2621.0,Severe
A53947,C35907,2022-01-14,Side panel scratch,1514.0,Severe
A14119,C09390,2023-11-28,Head-on collision,3843.0,Minor
A14120,C09390,2021-06-04,Head-on collision,1092.0,Severe
A42350,C28176,2024-10-11,Door dent from tight parking,4044.0,Major
A16838,C11164,2021-11-01,Collision with pole,4366.0,Severe
A72630,C48267,2022-12-02,Tire puncture during accident,2956.0,Major
A72631,C48267,2025-01-02,Minor collision at roundabout,4844.0,Minor
A72632,C48267,2023-08-02,Parking lot scrape,4988.0,Minor
A70511,C46901,2023-09-14,Head-on collision,3284.0,Moderate
A70512,C46901,2021-11-09,Head-on collision,2177.0,Minor
A70513,C46901,2024-06-08,Minor collision at roundabout,3080.0,Moderate
A16228,C10759,2020-11-13,Door dent from tight parking,955.0,Moderate
A16229,C10759,2023-04-27,Side swipe from passing vehicle,2196.0,Severe
A16230,C10759,2023-10-17,Rear bumper collision,511.0,Major
A68784,C45755,2021-12-21,Side mirror broken,3647.0,Major
A68785,C45755,2022-01-11,Minor parking lot accident,895.0,Moderate
A68786,C45755,2020-09-08,Front bumper scrape,2644.0,Severe
A55689,C37079,2025-06-05,Collision with pole,4484.0,Severe
A55690,C37079,2024-08-10,Rear quarter panel dent,1808.0,Moderate
A55691,C37079,2024-01-11,Parking lot scrape,2676.0,Severe
A35306,C23503,2022-07-09,Scratched paint on rear bumper,4803.0,Major
A35307,C23503,2022-10-15,Hood dent from minor crash,4391.0,Minor
A57590,C38333,2020-11-30,Side mirror broken,4672.0,Moderate
A57591,C38333,2021-03-16,Damage from pothole incident,1172.0,Minor
A57592,C38333,2022-07-17,Parking lot scrape,2681.0,Severe
A57185,C38058,2021-11-04,Head-on collision,578.0,Severe
A57186,C38058,2024-04-10,Windshield damage,1179.0,Severe
A56798,C37795,2025-01-12,Parking lot scrape,1133.0,Major
A56799,C37795,2023-06-13,Hood dent from minor crash,2349.0,Major
A08305,C05565,2023-05-12,Head-on collision,1618.0,Minor
A08306,C05565,2025-05-28,Scratched paint on rear bumper,1853.0,Major
A34813,C23182,2025-01-25,Parking lot scrape,2417.0,Minor
A34814,C23182,2021-12-17,Front bumper scrape,2504.0,Minor
A56713,C37740,2023-10-01,Door dent from tight parking,4770.0,Severe
A62727,C41691,2023-08-29,Collision with pole,4874.0,Minor
A50767,C33790,2022-09-09,Hood dent from minor crash,312.0,Severe
A37486,C24964,2020-11-19,Side mirror broken,4981.0,Minor
A61776,C41066,2023-08-06,Rear bumper collision,4765.0,Moderate
A61777,C41066,2025-01-10,Head-on collision,553.0,Moderate
A53366,C35528,2021-03-24,Collision with pole,631.0,Severe
A53367,C35528,2022-09-29,Windshield damage,2431.0,Severe
A30618,C20377,2022-02-28,Side swipe from passing vehicle,1229.0,Severe
A69181,C46011,2023-06-30,Minor collision at roundabout,1340.0,Minor
A69182,C46011,2025-05-09,Side mirror broken,4920.0,Major
A62503,C41548,2023-05-15,Minor fender bender,3208.0,Major
A62504,C41548,2022-02-12,Windshield damage,628.0,Major
A62505,C41548,2023-09-10,Scratched paint on rear bumper,2488.0,Moderate
A39803,C26459,2022-12-14,Front bumper scrape,756.0,Severe
A31337,C20874,2021-05-31,Accident on slippery road,366.0,Minor
A31338,C20874,2020-10-23,Parking lot scrape,3048.0,Severe
A30766,C20484,2024-05-24,Minor parking lot accident,1238.0,Moderate
A35300,C23499,2022-03-15,Hood dent from minor crash,4333.0,Moderate
A00921,C00641,2021-09-24,Rear bumper collision,1879.0,Moderate
A67462,C44856,2023-07-22,Rear-end hit at traffic light,1069.0,Minor
A67463,C44856,2022-09-09,Tire puncture during accident,1475.0,Moderate
A22254,C14762,2021-05-12,Side swipe from passing vehicle,4312.0,Severe
A22255,C14762,2024-11-25,Side mirror broken,3113.0,Major
A22256,C14762,2023-01-26,Side swipe from passing vehicle,4390.0,Moderate
A15786,C10446,2023-04-02,Rear bumper collision,2952.0,Moderate
A66474,C44158,2023-10-07,Fender scratch from curb,1493.0,Major
A66475,C44158,2025-03-23,Side mirror broken,2022.0,Minor
A66476,C44158,2021-06-22,Accident on slippery road,2487.0,Moderate
A04233,C02876,2022-01-03,Collision with pole,3389.0,Minor
A04234,C02876,2023-11-07,Minor fender bender,3671.0,Minor
A04235,C02876,2024-09-19,Side panel scratch,933.0,Minor
A47359,C31532,2022-06-17,Rear quarter panel dent,3335.0,Severe
A38603,C25679,2023-08-09,Minor parking lot accident,1295.0,Major
A38604,C25679,2023-02-23,Windshield damage,3517.0,Moderate
A38605,C25679,2020-10-13,Parking lot scrape,1492.0,Severe
A14855,C09849,2024-07-16,Collision with pole,4483.0,Moderate
A14856,C09849,2020-09-02,Collision with pole,769.0,Minor
A14857,C09849,2024-05-19,Front bumper scrape,4789.0,Severe
A16016,C10599,2020-09-18,Front bumper scrape,4578.0,Moderate
A16017,C10599,2020-11-14,Accident on slippery road,3662.0,Severe
A16018,C10599,2022-05-16,Tire puncture during accident,2267.0,Moderate
A06737,C04525,2021-09-30,Tire puncture during accident,415.0,Moderate
A69469,C46201,2024-07-23,Head-on collision,2073.0,Moderate
A72420,C48140,2023-03-17,Head-on collision,2034.0,Major
A02153,C01509,2023-09-25,Minor collision at roundabout,4423.0,Minor
A02154,C01509,2021-03-22,Side swipe from passing vehicle,301.0,Moderate
A02155,C01509,2021-08-26,Minor fender bender,4105.0,Moderate
A63755,C42358,2024-02-28,Front bumper scrape,3441.0,Severe
A63756,C42358,2025-06-09,Rear-end hit at traffic light,2571.0,Severe
A16620,C11016,2023-06-12,Parking lot scrape,1239.0,Severe
A70082,C46616,2024-12-10,Front bumper scrape,3590.0,Major
A70083,C46616,2021-02-24,Minor parking lot accident,4440.0,Moderate
A70084,C46616,2024-03-12,Windshield damage,3621.0,Minor
A41526,C27601,2021-08-15,Door dent from tight parking,3489.0,Minor
A70449,C46865,2024-10-06,Accident on slippery road,4257.0,Minor
A70450,C46865,2021-02-28,Parking lot scrape,4135.0,Major
A70451,C46865,2022-08-23,Rear-end hit at traffic light,198.0,Severe
A44771,C29802,2021-12-15,Minor fender bender,2880.0,Major
A44772,C29802,2025-03-15,Rear-end hit at traffic light,267.0,Moderate
A19314,C12794,2025-05-22,Side mirror broken,2812.0,Moderate
A19315,C12794,2025-07-01,Door dent from tight parking,4344.0,Minor
A08579,C05740,2022-08-27,Hood dent from minor crash,4441.0,Minor
A08580,C05740,2023-09-21,Front bumper scrape,799.0,Major
A05341,C03608,2021-05-04,Rear-end hit at traffic light,1302.0,Moderate
A05342,C03608,2022-11-25,Rear quarter panel dent,468.0,Moderate
A38233,C25430,2023-05-28,Side swipe from passing vehicle,3867.0,Major
A38234,C25430,2023-12-24,Collision with pole,4345.0,Moderate
A46513,C30966,2022-02-03,Tire puncture during accident,318.0,Moderate
A29606,C19707,2022-11-20,Minor collision at roundabout,608.0,Minor
A29607,C19707,2021-11-10,Front bumper scrape,4105.0,Severe
A29608,C19707,2021-02-21,Hood dent from minor crash,3311.0,Major
A26203,C17458,2021-08-27,Parking lot scrape,2111.0,Severe
A69891,C46484,2025-08-06,Tire puncture during accident,4699.0,Moderate
A69892,C46484,2022-03-12,Damage from pothole incident,131.0,Minor
A69893,C46484,2021-02-08,Fender scratch from curb,4015.0,Major
A74669,C49632,2021-08-01,Windshield damage,3061.0,Minor
A74670,C49632,2025-02-26,Tire puncture during accident,1992.0,Major
A03834,C02625,2024-07-15,Parking lot scrape,1968.0,Severe
A03835,C02625,2022-12-06,Front-end collision,992.0,Major
A43218,C28740,2025-04-26,Scratched paint on rear bumper,3268.0,Major
A43219,C28740,2023-03-03,Collision with pole,3547.0,Minor
A43220,C28740,2023-01-16,Fender scratch from curb,3126.0,Moderate
A35271,C23478,2023-04-25,Collision with pole,813.0,Minor
A41566,C27624,2025-02-08,Windshield damage,1252.0,Moderate
A41567,C27624,2024-12-20,Side mirror broken,2579.0,Minor
A41568,C27624,2021-10-18,Parking lot scrape,3675.0,Moderate
A29054,C19340,2023-02-12,Minor collision at roundabout,3355.0,Moderate
A32262,C21493,2025-08-14,Side panel scratch,846.0,Minor
A32263,C21493,2022-03-16,Fender scratch from curb,4172.0,Severe
A55698,C37083,2024-08-06,Minor collision at roundabout,4953.0,Severe
A55699,C37083,2021-11-29,Scratched paint on rear bumper,1119.0,Severe
A55649,C37058,2024-10-07,Door dent from tight parking,536.0,Minor
A55650,C37058,2021-12-03,Damage from pothole incident,2170.0,Severe
A19751,C13096,2024-12-08,Side mirror broken,2088.0,Severe
A64544,C42858,2020-09-29,Front-end collision,919.0,Major
A64545,C42858,2025-04-07,Accident on slippery road,3963.0,Major
A44670,C29729,2024-02-14,Side mirror broken,4036.0,Minor
A15060,C09988,2021-05-20,Hood dent from minor crash,1690.0,Moderate
A15061,C09988,2023-09-02,Hood dent from minor crash,908.0,Minor
A12789,C08478,2024-05-07,Windshield damage,4541.0,Minor
A12790,C08478,2022-09-02,Minor fender bender,830.0,Minor
A45298,C30170,2024-03-30,Side swipe from passing vehicle,504.0,Severe
A59374,C39471,2024-04-13,Door dent from tight parking,1129.0,Minor
A59375,C39471,2024-05-09,Minor parking lot accident,4486.0,Severe
A59376,C39471,2022-05-06,Minor collision at roundabout,718.0,Severe
A16195,C10735,2023-07-24,Rear quarter panel dent,1702.0,Severe
A16196,C10735,2021-03-30,Parking lot scrape,3897.0,Severe
A16197,C10735,2023-01-12,Front-end collision,4157.0,Minor
A03216,C02212,2024-09-25,Rear bumper collision,1652.0,Moderate
A03217,C02212,2021-09-29,Parking lot scrape,2345.0,Moderate
A03218,C02212,2025-08-09,Minor collision at roundabout,4734.0,Moderate
A58236,C38742,2025-01-05,Hood dent from minor crash,4077.0,Minor
A38153,C25388,2021-04-27,Door dent from tight parking,3626.0,Moderate
A41281,C27452,2022-02-19,Hood dent from minor crash,2870.0,Moderate
A48173,C32078,2024-01-11,Hood dent from minor crash,2072.0,Minor
A48174,C32078,2021-04-23,Side mirror broken,1743.0,Moderate
A48175,C32078,2021-11-03,Side panel scratch,2718.0,Moderate
A04872,C03289,2020-11-05,Rear quarter panel dent,2112.0,Major
A04873,C03289,2023-08-19,Side swipe from passing vehicle,1169.0,Severe
A47188,C31430,2024-11-15,Minor parking lot accident,1058.0,Severe
A47189,C31430,2021-02-15,Minor fender bender,2053.0,Severe
A72772,C48364,2022-12-16,Accident on slippery road,1281.0,Minor
A72773,C48364,2022-12-28,Side swipe from passing vehicle,3053.0,Major
A72774,C48364,2021-08-09,Parking lot scrape,1801.0,Minor
A48041,C31993,2021-06-14,Minor parking lot accident,4190.0,Severe
A48042,C31993,2023-10-29,Accident on slippery road,4525.0,Severe
A48043,C31993,2021-10-31,Rear quarter panel dent,4402.0,Major
A32447,C21629,2024-04-04,Rear bumper collision,1884.0,Minor
A57130,C38021,2023-01-08,Rear-end hit at traffic light,3045.0,Moderate
A18903,C12533,2023-02-23,Door dent from tight parking,2335.0,Minor
A18904,C12533,2025-03-18,Side swipe from passing vehicle,579.0,Major
A18905,C12533,2020-12-19,Front bumper scrape,1161.0,Severe
A00582,C00408,2025-05-31,Parking lot scrape,3734.0,Severe
A00583,C00408,2024-10-05,Windshield damage,2725.0,Severe
A73130,C48608,2023-09-20,Minor collision at roundabout,161.0,Moderate
A73131,C48608,2025-05-24,Rear quarter panel dent,4255.0,Severe
A73132,C48608,2023-03-15,Front-end collision,1350.0,Major
A39672,C26367,2024-01-10,Accident on slippery road,3880.0,Moderate
A16208,C10744,2022-12-29,Collision with pole,137.0,Major
A16209,C10744,2023-03-10,Front bumper scrape,3834.0,Major
A49694,C33090,2021-05-10,Rear-end hit at traffic light,1647.0,Minor
A49695,C33090,2024-08-01,Minor collision at roundabout,4008.0,Severe
A15334,C10158,2022-07-15,Hood dent from minor crash,1751.0,Major
A15335,C10158,2023-11-06,Tire puncture during accident,165.0,Minor
A15336,C10158,2022-12-25,Door dent from tight parking,621.0,Major
A25760,C17165,2023-10-31,Scratched paint on rear bumper,1856.0,Severe
A25761,C17165,2020-12-28,Damage from pothole incident,3320.0,Minor
A25762,C17165,2021-01-15,Parking lot scrape,3734.0,Major
A04300,C02916,2023-08-21,Hood dent from minor crash,2171.0,Moderate
A04301,C02916,2021-11-11,Head-on collision,4729.0,Minor
A40874,C27176,2021-07-15,Minor collision at roundabout,241.0,Minor
A40875,C27176,2025-06-15,Head-on collision,1576.0,Moderate
A26877,C17898,2024-01-22,Head-on collision,208.0,Severe
A26878,C17898,2022-08-30,Minor parking lot accident,4413.0,Major
A07804,C05229,2023-11-11,Rear quarter panel dent,4902.0,Severe
A07805,C05229,2025-07-01,Rear bumper collision,4964.0,Minor
A07806,C05229,2021-01-24,Rear bumper collision,4757.0,Major
A67367,C44791,2023-09-08,Rear-end hit at traffic light,2091.0,Moderate
A67368,C44791,2022-01-29,Rear bumper collision,1102.0,Severe
A67369,C44791,2021-12-01,Side swipe from passing vehicle,4347.0,Minor
A00511,C00344,2025-07-29,Hood dent from minor crash,3982.0,Minor
A74189,C49311,2024-09-04,Parking lot scrape,200.0,Moderate
A74190,C49311,2023-02-17,Scratched paint on rear bumper,549.0,Minor
A74191,C49311,2023-03-13,Damage from pothole incident,3981.0,Severe
A30368,C20217,2023-12-16,Scratched paint on rear bumper,2933.0,Severe
A30369,C20217,2022-01-04,Rear bumper collision,1176.0,Moderate
A30370,C20217,2023-09-12,Minor fender bender,3063.0,Moderate
A35167,C23414,2022-09-24,Front bumper scrape,1405.0,Moderate
A35168,C23414,2022-03-27,Rear bumper collision,1385.0,Moderate
A63384,C42106,2021-06-15,Door dent from tight parking,3164.0,Minor
A10873,C07238,2024-08-10,Hood dent from minor crash,2913.0,Minor
A10874,C07238,2021-10-17,Side panel scratch,4123.0,Major
A10875,C07238,2022-01-17,Head-on collision,381.0,Moderate
A47851,C31867,2024-06-08,Door dent from tight parking,1083.0,Moderate
A47852,C31867,2023-03-10,Hood dent from minor crash,1066.0,Moderate
A47853,C31867,2022-09-10,Front bumper scrape,1212.0,Severe
A67754,C45052,2021-11-16,Side swipe from passing vehicle,1209.0,Severe
A67755,C45052,2023-02-07,Front bumper scrape,3975.0,Major
A67756,C45052,2021-09-07,Windshield damage,1215.0,Major
A72170,C47975,2023-10-26,Collision with pole,3630.0,Moderate
A72171,C47975,2022-08-06,Front-end collision,2731.0,Minor
A41190,C27394,2023-06-09,Door dent from tight parking,4082.0,Moderate
A41191,C27394,2021-07-22,Accident on slippery road,961.0,Major
A41192,C27394,2022-03-24,Damage from pothole incident,732.0,Severe
